ZIP Code,Home1MCount,HomeValueGrowth,Recreational Vessel Count,Area,Median_Income,Mean_Income,Private School Count,Wealth Score,Rank
32697,0,0,1,Worthington Springs,82083,82083,0,0.790521281,715
33916,0,0,19,Fort Myers,49353,49353,0,0.789283148,716
32061,0,0,0,Lulu,87273,87273,0,0.788155956,717
34446,10,0,18,Homosassa,60625,60625,0,0.783493899,718
32334,10,0,1,Hosford,55380,55380,0,0.779829429,719
34668,26,0,33,Port Richey,45760,45760,0,0.778307132,720
33974,36,0,2,Lehigh Acres,65809,65809,0,0.777222347,721
34453,0,0,6,Inverness,58064,58064,0,0.776821793,722
32054,0,0,2,Lake Butler,67044,67044,0,0.772708659,723
33980,9,0,17,Punta Gorda,61871,61871,0,0.772523682,724
33714,27,0,13,Saint Petersburg,47221,47221,0,0.772104459,725
34442,26,0,13,Hernando,55473,55473,0,0.770502711,726
33872,0,0,7,Sebring,68086,68086,0,0.76971262,727
33513,36,0,2,Bushnell,59497,59497,0,0.768752436,728
32094,0,0,4,Wellborn,74423,74423,0,0.764111763,729
34450,36,0,10,Inverness,48955,48955,0,0.762688725,730
33865,14,0,0,Ona,62188,62188,0,0.761514648,731
32908,0,0,4,Palm Bay,66589,66589,0,0.761011215,732
32427,0,0,0,Caryville,55227,55227,0,0.760710908,733
34452,11,0,2,Inverness,58199,58199,0,0.760572291,734
34945,0,0,9,Fort Pierce,72941,72941,0,0.76025741,735
32466,0,0,0,Youngstown,64699,64699,0,0.758130606,736
33898,48,0,8,Lake Wales,54778,54778,0,0.75748454,737
32055,0,0,12,Lake City,57328,57328,0,0.756718051,738
33010,0,0,23,Hialeah,45449,45449,0,0.754711009,739
32130,0,0,11,De Leon Springs,59288,59288,0,0.753727779,740
32102,0,0,20,Astor,56598,56598,0,0.753614295,741
33637,0,0,6,Tampa,60526,60526,0,0.753594835,742
32204,0,0,15,Jacksonville,54462,54462,0,0.75356346,743
34737,21,0,5,Howey In The Hills,67237,67237,0,0.753496527,744
32658,0,0,3,La Crosse,88819,88819,0,0.753407777,745
32730,0,0,3,Casselberry,47154,47154,0,0.75215741,746
32567,19,0,5,Laurel Hill,66215,66215,0,0.750843231,747
32821,0,0,6,Orlando,59927,59927,0,0.74999008,748
32046,0,0,4,Hilliard,71750,71750,0,0.749458843,749
33935,58,0,34,Labelle,50184,50184,0,0.749311089,750
32409,0,0,16,Panama City,60687,60687,0,0.749192817,751
34773,0,0,3,Saint Cloud,64498,64498,0,0.748758138,752
32668,82,0,2,Morriston,55028,55028,0,0.748364222,753
34461,0,0,9,Lecanto,60795,60795,0,0.747497665,754
33514,0,0,0,Center Hill,73365,73365,0,0.747102185,755
33890,11,0,1,Zolfo Springs,70179,70179,0,0.746780538,756
32052,19,0,0,Jasper,48722,48722,1,0.745527956,757
33854,0,0,0,Lakeshore,33523,33523,0,0.743989379,758
34448,52,0,24,Homosassa,47526,47526,0,0.743965926,759
33540,12,0,4,Zephyrhills,55426,55426,0,0.740995741,760
33852,30,0,11,Lake Placid,54841,54841,0,0.740509748,761
33541,39,0,6,Zephyrhills,55556,55556,0,0.738744645,762
32206,36,0,4,Jacksonville,37585,37585,0,0.738645933,763
32446,7,0,0,Marianna,53505,53505,0,0.738582571,764
34465,0,0,9,Beverly Hills,55513,55513,0,0.738532546,765
34479,14,0,10,Ocala,54805,54805,0,0.737116782,766
34661,0,0,1,Nobleton,29132,29132,0,0.737073027,767
33493,0,0,3,South Bay,52404,52404,1,0.736877754,768
32355,6,0,4,Saint Marks,57083,57083,0,0.736844549,769
32619,2,0,6,Bell,62045,62045,0,0.734735446,770
32110,0,0,7,Bunnell,56277,56277,0,0.73428175,771
32564,44,0,4,Holt,68170,68170,0,0.732586534,772
32505,9,0,25,Pensacola,41039,41039,0,0.731483382,773
